1.592,0.486,0.348,0.656,0.200,0.240,0.240,1.000,0.571,0.738,0.444,1.215,0.255,0.069,0.790,0.166,0.240,0.305,1.000,0.308,0.107,0.017,1.262,0.354,0.192,0.698,0.196,0.240,0.240,1.000,0.345,0.358,0.135,1.583,0.486,0.329,0.660,0.203,0.240,0.240,1.000,0.551,0.706,0.396,1.336,0.378,0.252,0.680,0.192,0.240,0.240,1.000,0.408,0.451,0.232,1.632,0.503,0.362,0.653,0.202,0.240,0.240,1.000,0.598,0.787,0.480,1.613,0.405,0.202,0.726,0.183,0.240,0.240,1.000,0.540,0.284,0.150,2.427,1.539,1.809,2.398,1.966,2.497,2.221,1.499,0.411,0.758,1.450,0.937,1.594,1.062,0.386,0.418,0.484,0.685,0.547,0.490,0.519,0.480,0.590,0.585,0.144,0.279,0.551,0.364,0.622,0.325,4.196,1.971,2.653,4.101,3.030,4.389,3.415,
1.802,0.730,0.563,0.582,0.236,0.218,0.218,0.218,0.599,0.434,0.351,1.588,0.445,0.158,0.725,0.203,0.218,0.218,0.218,0.523,0.145,0.026,1.549,0.546,0.341,0.636,0.224,0.218,0.218,0.218,0.449,0.252,0.122,1.806,0.735,0.540,0.586,0.238,0.218,0.218,0.218,0.605,0.449,0.317,1.590,0.567,0.424,0.616,0.220,0.218,0.218,0.218,0.466,0.255,0.191,1.836,0.757,0.584,0.578,0.238,0.218,0.218,0.218,0.622,0.471,0.379,1.992,0.659,0.367,0.660,0.218,0.218,0.218,0.218,0.827,0.303,0.143,3.096,2.191,2.436,3.081,2.582,3.177,3.018,2.743,1.028,1.559,2.699,1.817,2.904,2.287,0.218,0.218,0.373,0.587,0.454,0.379,0.424,0.367,0.490,0.461,0.232,0.275,0.457,0.304,0.491,0.424,6.580,3.330,4.283,6.497,4.781,6.893,5.788,
2.807,0.848,0.501,0.675,0.204,0.204,0.204,0.204,0.504,0.464,0.302,2.902,0.398,0.150,0.841,0.115,0.204,0.204,0.204,0.565,0.101,0.025,2.542,0.608,0.299,0.737,0.176,0.209,0.204,0.204,0.419,0.240,0.106,2.892,0.825,0.484,0.688,0.196,0.204,0.204,0.204,0.537,0.441,0.280,2.455,0.693,0.365,0.699,0.197,0.204,0.204,0.209,0.387,0.312,0.160,2.870,0.872,0.522,0.673,0.205,0.204,0.204,0.204,0.527,0.491,0.328,3.636,0.637,0.355,0.786,0.138,0.204,0.204,0.204,0.874,0.263,0.143,4.157,3.451,3.449,4.202,3.514,4.265,4.627,4.213,1.652,2.488,4.187,2.851,4.458,3.832,0.204,0.204,0.513,0.762,0.605,0.533,0.548,0.509,0.678,0.423,0.230,0.255,0.419,0.286,0.448,0.427,9.563,5.276,6.399,9.545,6.986,10.030,9.281,
3.496,0.910,0.674,0.688,0.179,0.193,0.193,0.193,0.549,0.523,0.537,3.268,0.577,0.284,0.791,0.140,0.193,0.193,0.193,0.505,0.182,0.091,3.210,0.671,0.444,0.742,0.155,0.193,0.193,0.198,0.465,0.282,0.239,3.514,0.911,0.664,0.691,0.179,0.193,0.193,0.193,0.556,0.516,0.540,3.238,0.720,0.501,0.726,0.161,0.193,0.193,0.193,0.471,0.331,0.273,3.540,0.942,0.702,0.683,0.182,0.193,0.193,0.193,0.563,0.558,0.589,3.861,0.895,0.526,0.731,0.170,0.193,0.193,0.193,0.723,0.405,0.291,5.080,4.129,4.325,5.089,4.458,5.184,5.281,6.153,2.978,3.877,6.140,4.311,6.481,5.956,0.193,0.193,0.532,0.687,0.613,0.536,0.589,0.524,0.596,0.536,0.259,0.328,0.537,0.358,0.570,0.473,13.379,7.643,9.157,13.355,9.936,14.007,13.054,
4.686,1.089,0.719,0.722,0.168,0.185,0.185,0.185,0.520,0.483,0.550,4.647,0.637,0.320,0.829,0.114,0.185,0.185,0.185,0.510,0.153,0.094,4.281,0.823,0.484,0.766,0.147,0.185,0.185,0.185,0.433,0.274,0.242,4.784,1.070,0.707,0.729,0.163,0.185,0.185,0.185,0.541,0.462,0.524,4.212,0.904,0.549,0.744,0.160,0.185,0.185,0.185,0.422,0.334,0.321,4.771,1.119,0.747,0.719,0.169,0.185,0.185,0.185,0.539,0.509,0.592,5.729,0.928,0.584,0.791,0.128,0.185,0.185,0.185,0.778,0.317,0.306,6.494,5.605,5.588,6.560,5.665,6.636,7.241,9.255,4.654,5.994,9.255,6.615,9.734,9.205,0.185,0.185,0.582,0.744,0.649,0.594,0.615,0.578,0.687,0.518,0.252,0.316,0.509,0.359,0.547,0.467,19.417,11.207,13.286,19.432,14.370,20.356,19.551,
0.682,0.320,0.320,0.516,0.242,0.301,0.342,0.342,0.322,0.400,0.400,1.880,0.032,0.032,0.967,0.016,0.301,0.342,0.342,2.453,0.004,0.004,1.078,0.146,0.146,0.787,0.107,0.301,0.342,0.342,0.806,0.084,0.084,0.799,0.296,0.296,0.575,0.213,0.301,0.342,0.342,0.443,0.342,0.342,1.060,0.180,0.180,0.746,0.127,0.301,0.342,0.342,0.779,0.127,0.127,0.686,0.334,0.334,0.507,0.247,0.301,0.342,0.342,0.327,0.437,0.437,1.281,0.175,0.175,0.785,0.107,0.301,0.342,0.342,1.139,0.120,0.120,1.321,1.944,1.370,1.390,1.420,1.355,1.632,0.538,0.121,0.336,0.560,0.414,0.570,0.480,0.328,0.328,0.274,0.951,0.680,0.362,0.620,0.260,0.678,0.374,0.820,0.324,0.376,0.344,0.401,0.460,1.928,2.067,1.729,2.020,1.868,2.002,2.151,
1.233,0.568,0.394,0.562,0.259,0.250,0.250,1.000,0.756,0.610,0.500,2.532,0.207,0.049,0.908,0.074,0.250,0.250,1.000,2.000,0.043,0.008,1.436,0.434,0.188,0.698,0.211,0.250,0.250,1.000,0.690,0.275,0.114,1.295,0.591,0.373,0.573,0.262,0.250,0.250,1.000,0.725,0.769,0.446,1.445,0.485,0.234,0.668,0.224,0.250,0.250,1.000,0.711,0.363,0.175,1.255,0.586,0.414,0.556,0.260,0.250,0.250,1.000,0.794,0.633,0.553,1.777,0.506,0.250,0.702,0.200,0.250,0.250,1.000,1.019,0.326,0.201,2.196,2.788,2.058,2.259,2.164,2.256,2.534,1.411,0.659,0.975,1.469,1.152,1.499,1.471,0.397,0.397,0.342,0.862,0.547,0.360,0.502,0.334,0.552,0.622,0.684,0.360,0.647,0.417,0.660,0.515,3.883,3.473,3.150,4.013,3.480,4.059,4.229,
1.811,0.736,0.508,0.593,0.241,0.224,0.224,0.224,0.581,0.442,0.399,2.825,0.437,0.117,0.836,0.129,0.224,0.224,0.224,1.869,0.077,0.014,1.774,0.657,0.296,0.651,0.241,0.224,0.224,0.224,0.601,0.305,0.096,1.830,0.770,0.500,0.590,0.248,0.224,0.224,0.224,0.595,0.459,0.329,1.815,0.711,0.350,0.631,0.247,0.224,0.224,0.224,0.620,0.368,0.136,1.844,0.758,0.531,0.588,0.242,0.234,0.224,0.224,0.602,0.473,0.443,2.137,0.804,0.381,0.643,0.242,0.224,0.224,0.224,0.916,0.402,0.155,3.055,3.380,2.726,3.100,2.875,3.134,3.322,2.627,1.617,1.883,2.709,2.174,2.781,2.837,0.224,0.224,0.389,0.754,0.476,0.385,0.447,0.383,0.465,0.474,0.653,0.334,0.461,0.375,0.506,0.491,6.360,5.141,4.954,6.514,5.501,6.658,6.813,
2.449,0.900,0.544,0.629,0.231,0.208,0.208,0.208,0.463,0.486,0.327,4.890,0.314,0.128,0.917,0.059,0.208,0.208,0.208,1.857,0.058,0.016,2.912,0.592,0.305,0.764,0.155,0.208,0.208,0.214,0.652,0.208,0.098,2.611,0.872,0.527,0.651,0.217,0.208,0.208,0.214,0.525,0.456,0.303,2.927,0.662,0.364,0.741,0.167,0.208,0.208,0.208,0.659,0.261,0.139,2.474,0.931,0.571,0.622,0.234,0.208,0.208,0.208,0.473,0.520,0.360,3.575,0.698,0.411,0.763,0.149,0.214,0.214,0.214,0.983,0.291,0.175,3.893,5.332,3.809,4.011,3.953,3.975,4.684,4.026,2.201,2.793,4.114,3.243,4.246,4.251,0.208,0.208,0.444,0.876,0.647,0.477,0.611,0.433,0.645,0.425,0.644,0.319,0.428,0.353,0.451,0.483,9.119,7.729,7.128,9.326,7.901,9.536,9.960,
3.703,0.910,0.558,0.716,0.176,0.197,0.197,0.197,0.542,0.521,0.341,5.616,0.478,0.131,0.902,0.077,0.197,0.197,0.197,1.281,0.098,0.019,3.912,0.678,0.310,0.798,0.138,0.197,0.197,0.197,0.601,0.274,0.107,3.818,0.906,0.540,0.725,0.172,0.197,0.197,0.197,0.574,0.516,0.322,3.963,0.745,0.371,0.780,0.147,0.197,0.197,0.197,0.616,0.334,0.154,3.741,0.941,0.585,0.710,0.179,0.197,0.197,0.197,0.553,0.557,0.376,4.594,0.820,0.425,0.787,0.140,0.197,0.197,0.201,0.833,0.366,0.204,5.170,6.225,4.900,5.264,5.079,5.267,5.838,5.941,3.482,4.074,6.009,4.698,6.260,6.066,0.197,0.197,0.574,0.853,0.698,0.588,0.670,0.565,0.680,0.468,0.466,0.327,0.471,0.368,0.495,0.467,12.989,10.058,9.796,13.140,10.872,13.587,13.504,
5.321,0.887,0.556,0.787,0.131,0.188,0.188,0.192,0.528,0.458,0.347,8.007,0.589,0.132,0.917,0.067,0.188,0.197,0.188,1.285,0.131,0.019,5.619,0.719,0.309,0.845,0.108,0.188,0.188,0.188,0.592,0.298,0.106,5.472,0.901,0.540,0.792,0.130,0.188,0.188,0.188,0.558,0.480,0.327,5.680,0.782,0.371,0.831,0.114,0.192,0.188,0.192,0.604,0.357,0.153,5.368,0.916,0.585,0.781,0.133,0.188,0.188,0.188,0.538,0.487,0.383,6.548,0.906,0.432,0.830,0.115,0.188,0.188,0.188,0.810,0.452,0.210,6.765,8.727,6.647,6.913,6.833,6.870,7.886,8.176,5.846,5.996,8.372,6.839,8.594,9.155,0.189,0.191,0.680,0.876,0.768,0.687,0.747,0.672,0.745,0.444,0.478,0.332,0.455,0.371,0.469,0.491,17.568,15.195,13.889,17.947,15.319,18.341,19.606,
0.784,0.323,0.323,0.548,0.226,0.301,0.342,0.342,0.319,0.400,0.400,2.593,0.017,0.017,0.987,0.007,0.301,0.342,0.342,3.494,0.001,0.001,1.364,0.138,0.138,0.832,0.084,0.301,0.342,0.342,0.967,0.073,0.073,0.880,0.304,0.304,0.591,0.204,0.301,0.342,0.342,0.402,0.355,0.355,1.460,0.159,0.159,0.822,0.089,0.301,0.342,0.342,1.108,0.097,0.097,0.747,0.344,0.344,0.521,0.239,0.301,0.342,0.342,0.290,0.453,0.453,1.202,0.208,0.208,0.743,0.129,0.301,0.342,0.342,0.751,0.166,0.166,1.429,2.628,1.640,1.488,1.777,1.434,1.619,0.610,0.089,0.396,0.628,0.488,0.631,0.544,0.328,0.328,0.323,0.980,0.748,0.387,0.732,0.282,0.614,0.373,1.165,0.371,0.371,0.434,0.399,0.361,2.121,2.718,2.062,2.197,2.302,2.154,2.215,
1.274,0.609,0.395,0.559,0.267,0.250,0.250,1.000,0.675,0.638,0.500,3.655,0.130,0.029,0.958,0.034,0.250,0.250,1.000,3.464,0.016,0.003,1.687,0.446,0.181,0.729,0.193,0.250,0.250,1.000,0.765,0.238,0.105,1.327,0.624,0.378,0.570,0.268,0.250,0.250,1.000,0.647,0.746,0.457,1.831,0.484,0.214,0.724,0.191,0.250,0.250,1.000,0.894,0.272,0.146,1.275,0.616,0.420,0.552,0.266,0.250,0.250,1.000,0.726,0.581,0.565,1.613,0.564,0.281,0.656,0.229,0.250,0.250,1.000,0.730,0.436,0.253,2.278,3.814,2.314,2.329,2.528,2.310,2.458,1.520,0.586,1.138,1.565,1.380,1.579,1.522,0.397,0.397,0.339,0.937,0.594,0.355,0.586,0.328,0.484,0.605,1.161,0.369,0.616,0.437,0.624,0.473,4.105,4.415,3.587,4.206,4.097,4.219,4.235,
1.836,0.748,0.537,0.588,0.240,0.224,0.224,0.224,0.580,0.412,0.376,4.269,0.287,0.082,0.920,0.062,0.224,0.224,0.224,3.778,0.029,0.007,1.993,0.672,0.306,0.671,0.226,0.224,0.224,0.224,0.714,0.279,0.095,1.857,0.773,0.528,0.588,0.245,0.224,0.224,0.224,0.591,0.426,0.329,2.146,0.731,0.348,0.665,0.227,0.224,0.224,0.224,0.835,0.316,0.123,1.858,0.758,0.558,0.585,0.239,0.224,0.224,0.224,0.596,0.441,0.435,2.024,0.800,0.432,0.622,0.246,0.224,0.224,0.224,0.718,0.443,0.192,3.121,4.638,2.971,3.158,3.225,3.175,3.255,2.761,1.598,2.154,2.823,2.570,2.870,2.838,0.224,0.224,0.382,0.881,0.506,0.382,0.498,0.378,0.433,0.456,1.271,0.362,0.449,0.424,0.491,0.451,6.619,6.336,5.534,6.739,6.341,6.832,6.792,
2.297,0.917,0.683,0.589,0.235,0.208,0.208,0.208,0.560,0.498,0.343,5.100,0.367,0.200,0.900,0.065,0.208,0.208,0.208,3.452,0.045,0.027,2.457,0.691,0.537,0.667,0.187,0.208,0.208,0.208,0.658,0.319,0.237,2.328,0.899,0.706,0.592,0.229,0.208,0.208,0.208,0.573,0.482,0.406,2.626,0.757,0.590,0.661,0.190,0.208,0.208,0.208,0.758,0.372,0.277,2.316,0.952,0.693,0.585,0.240,0.208,0.208,0.208,0.571,0.537,0.335,2.535,0.829,0.684,0.626,0.205,0.208,0.208,0.208,0.687,0.471,0.423,3.897,5.666,3.685,3.933,3.973,3.961,4.048,4.303,2.963,3.387,4.372,3.983,4.469,4.404,0.208,0.208,0.384,0.850,0.500,0.388,0.491,0.377,0.439,0.467,1.175,0.405,0.487,0.469,0.481,0.527,9.640,9.004,7.983,9.783,9.128,9.957,9.891,
2.781,1.039,0.825,0.599,0.224,0.197,0.197,0.197,0.533,0.516,0.519,6.399,0.370,0.278,0.908,0.052,0.197,0.197,0.197,2.895,0.049,0.039,3.121,0.712,0.636,0.698,0.159,0.197,0.197,0.197,0.647,0.248,0.251,2.846,1.016,0.829,0.607,0.217,0.197,0.197,0.197,0.553,0.493,0.524,3.325,0.772,0.696,0.694,0.161,0.197,0.197,0.197,0.735,0.290,0.290,2.784,1.078,0.847,0.591,0.229,0.197,0.197,0.197,0.538,0.555,0.546,3.207,0.885,0.783,0.658,0.182,0.197,0.197,0.197,0.684,0.369,0.413,4.645,7.047,4.469,4.692,4.794,4.709,4.875,6.041,4.249,4.661,6.095,5.421,6.274,6.042,0.197,0.197,0.398,0.862,0.548,0.410,0.541,0.387,0.487,0.523,0.994,0.382,0.523,0.438,0.546,0.488,13.069,11.954,10.544,13.185,12.003,13.526,13.140,
4.983,1.069,0.583,0.751,0.161,0.188,0.188,0.188,0.574,0.432,0.347,8.333,0.816,0.115,0.900,0.088,0.188,0.192,0.188,2.171,0.081,0.013,5.052,1.012,0.332,0.790,0.158,0.188,0.188,0.188,0.607,0.364,0.109,5.017,1.093,0.571,0.751,0.164,0.188,0.188,0.203,0.582,0.456,0.331,5.251,1.113,0.388,0.778,0.165,0.192,0.188,0.188,0.660,0.426,0.148,5.011,1.085,0.613,0.747,0.162,0.188,0.188,0.188,0.580,0.442,0.385,5.230,1.175,0.485,0.759,0.170,0.188,0.188,0.203,0.640,0.523,0.233,6.635,9.263,6.396,6.681,6.752,6.709,6.890,8.855,7.844,7.126,8.974,8.314,9.173,9.250,0.188,0.189,0.627,0.849,0.685,0.626,0.667,0.620,0.639,0.451,0.755,0.360,0.456,0.411,0.469,0.465,18.595,17.885,15.221,18.788,17.335,19.214,19.120,
0.951,0.313,0.313,0.603,0.198,0.301,0.342,0.342,0.320,0.400,0.400,3.326,0.011,0.011,0.993,0.003,0.301,0.342,0.342,3.924,0.001,0.001,1.828,0.122,0.122,0.882,0.059,0.301,0.342,0.342,1.185,0.061,0.061,0.979,0.304,0.304,0.617,0.192,0.301,0.342,0.342,0.340,0.379,0.379,2.257,0.115,0.115,0.908,0.046,0.301,0.342,0.342,1.806,0.054,0.054,0.846,0.340,0.340,0.554,0.223,0.301,0.342,0.342,0.254,0.473,0.473,1.256,0.220,0.220,0.741,0.130,0.301,0.342,0.342,0.559,0.197,0.197,1.576,3.349,2.073,1.588,2.486,1.526,1.695,0.692,0.074,0.462,0.689,0.532,0.691,0.600,0.328,0.328,0.405,0.990,0.823,0.425,0.861,0.331,0.611,0.373,1.308,0.436,0.366,0.638,0.400,0.318,2.361,3.423,2.562,2.367,3.048,2.315,2.355,
1.331,0.665,0.391,0.558,0.279,0.250,0.250,1.000,0.543,0.681,0.500,4.711,0.093,0.020,0.976,0.019,0.250,0.250,1.000,4.448,0.008,0.001,2.132,0.443,0.168,0.777,0.161,0.250,0.250,1.000,0.924,0.200,0.093,1.345,0.663,0.382,0.563,0.278,0.250,0.250,1.000,0.530,0.697,0.476,2.753,0.418,0.171,0.824,0.125,0.250,0.250,1.000,1.523,0.167,0.096,1.287,0.658,0.421,0.544,0.278,0.250,0.250,1.000,0.611,0.529,0.580,1.588,0.605,0.294,0.638,0.243,0.250,0.250,1.000,0.563,0.484,0.284,2.387,4.825,2.743,2.390,3.343,2.366,2.488,1.665,0.537,1.377,1.658,1.696,1.666,1.607,0.397,0.397,0.336,0.965,0.666,0.344,0.735,0.316,0.458,0.575,1.486,0.406,0.568,0.595,0.573,0.443,4.398,5.370,4.279,4.388,5.237,4.389,4.378,
1.870,0.792,0.554,0.582,0.246,0.224,0.224,0.224,0.576,0.370,0.343,5.586,0.214,0.060,0.953,0.037,0.224,0.224,0.224,5.209,0.015,0.004,2.378,0.703,0.297,0.704,0.208,0.224,0.224,0.224,0.884,0.244,0.088,1.871,0.795,0.545,0.583,0.248,0.224,0.224,0.224,0.573,0.377,0.326,3.041,0.703,0.301,0.752,0.174,0.224,0.224,0.224,1.471,0.204,0.091,1.869,0.776,0.578,0.580,0.241,0.224,0.224,0.224,0.586,0.362,0.408,1.999,0.825,0.455,0.610,0.252,0.234,0.224,0.224,0.629,0.447,0.210,3.216,5.860,3.378,3.210,4.045,3.223,3.278,2.955,1.545,2.587,2.939,3.264,2.978,2.932,0.224,0.224,0.372,0.930,0.556,0.374,0.628,0.370,0.415,0.430,1.742,0.406,0.425,0.589,0.452,0.429,6.992,7.477,6.461,6.959,7.952,7.038,6.959,
